"exp#pol";"ratio";"RelatFreq";"OverallFreq";"lemmas";"postags";"FreqWords"
"están rehabilitando#positive";"1";"1";"1";"están rehabilitando";"N O";"están#22 rehabilitando#1"
"muy serviciales#strongpositive";"1";"1";"1";"muy serviciales";"G N";"muy#623 serviciales#1"
"bastante pobre#negative";"1";"1";"1";"bastante pobre";"N N";"bastante#66 pobre#2"
"les sobran#negative";"1";"1";"1";"les sobran";"V G";"les#11 sobran#2"
"súper tranquilas#strongpositive";"1";"1";"1";"súper tranquilas";"N N";"súper#5 tranquilas#1"
"le faltan#negative";"1";"1";"1";"le faltan";"O G";"le#12 faltan#1"
"genial !#strongpositive";"1";"1";"1";"genial !";"N O";"genial#31 !#77"
"alta calidad#strongpositive";"1";"1";"1";"alta calidad";"N N";"alta#5 calidad#74"
"encontramos agusto#positive";"1";"1";"1";"encontramos agusto";"V P";"encontramos#3 agusto#1"
"muy calida#strongpositive";"1";"1";"1";"muy calida";"G N";"muy#623 calida#2"
"muy buena#strongpositive";"0";"43";"49";"muy buena";"G N";"muy#623 buena#115"
"muy bien#strongpositive";"0";"39";"105";"muy bien";"G N";"muy#623 bien#212"
"muy amable#strongpositive";"0";"22";"26";"muy amable";"N G";"muy#623 amable#42"
"muy buen#strongpositive";"0";"19";"21";"muy buen";"G N";"muy#623 buen#109"
"muy bueno#strongpositive";"0";"17";"24";"muy bueno";"G N";"muy#623 bueno#49"
"muy limpio#strongpositive";"0";"17";"19";"muy limpio";"G N";"muy#623 limpio#36"
"lo mejor#positive";"0";"14";"33";"Lo mejor";"R O";"lo#309 mejor#67"
"muy cerca#strongpositive";"0";"14";"20";"muy cerca";"G N";"muy#623 cerca#74"
"cuenta con#positive";"0";"12";"16";"cuenta con";"G N";"cuenta#21 con#413"
"al lado#positive";"0";"10";"25";"al lado";"G N";"al#171 lado#29"
"muy agradable#strongpositive";"0";"10";"14";"muy agradable";"G G";"muy#623 agradable#34"
"muy céntrico#strongpositive";"0";"8";"9";"muy céntrico";"R N";"muy#623 céntrico#19"
"no hay#negative";"0";"7";"15";"no hay";"D N";"no#332 hay#101"
"en plena#positive";"0";"7";"12";"en plena";"O O";"en#860 plena#12"
"muy atentos#strongpositive";"0";"7";"8";"muy atentos";"G N";"muy#623 atentos#11"
"no tiene#negative";"0";"7";"12";"no tiene";"D N";"no#332 tiene#95"
"muy atento#strongpositive";"0";"6";"7";"muy atento";"G N";"muy#623 atento#19"
"bastante bien#positive";"0";"6";"10";"bastante bien";"N N";"bastante#66 bien#212"
"en pleno#positive";"0";"6";"14";"en pleno";"P G";"en#860 pleno#14"
"para repetir#positive";"0";"6";"7";"para repetir";"N N";"para#378 repetir#14"
"lo mejor#strongpositive";"0";"5";"33";"Lo mejor";"R O";"lo#309 mejor#67"
"bien situado#positive";"0";"5";"26";"bien situado";"G N";"bien#212 situado#65"
"muy contentos#strongpositive";"0";"5";"8";"muy contentos";"G N";"muy#623 contentos#10"
"muy grande#strongpositive";"0";"5";"8";"muy grande";"G N";"muy#623 grande#33"
"bien comunicado#positive";"0";"5";"12";"bien comunicado";"N N";"bien#212 comunicado#15"
"lo peor#negative";"0";"4";"6";"Lo peor";"R O";"lo#309 peor#14"
"el mejor#strongpositive";"0";"4";"7";"el mejor";"N N";"el#1001 mejor#67"
"es grande#positive";"0";"4";"10";"es grande";"N V";"es#476 grande#33"
"bien ubicado#positive";"0";"4";"17";"bien ubicado";"O O";"bien#212 ubicado#22"
"no habia#negative";"0";"4";"5";"no habia";"D N";"no#332 habia#16"
"de agradecer#positive";"0";"3";"9";"de agradecer";"P N";"de#1387 agradecer#9"
"muy limpias#strongpositive";"0";"3";"4";"muy limpias";"G N";"muy#623 limpias#15"
"junto a#positive";"0";"3";"5";"junto a";"N D";"junto#7 a#550"
"muy correcto#strongpositive";"0";"3";"4";"muy correcto";"G N";"muy#623 correcto#19"
"gran variedad#positive";"0";"3";"8";"gran variedad";"G N";"gran#85 variedad#31"
"no hay#positive";"0";"3";"15";"no hay";"D N";"no#332 hay#101"
"muy cuidado#strongpositive";"0";"3";"5";"muy cuidado";"G N";"muy#623 cuidado#17"
"para descansar#positive";"0";"3";"12";"para descansar";"N N";"para#378 descansar#15"
"totalmente recomendable#strongpositive";"0";"3";"4";"Totalmente recomendable";"R N";"totalmente#13 recomendable#43"
"no es#negative";"0";"3";"30";"no es";"D N";"no#332 es#476"
"la mejor#strongpositive";"0";"2";"5";"La mejor";"O O";"la#1114 mejor#67"
"muy comodo#strongpositive";"0";"2";"3";"muy comodo";"O V";"muy#623 comodo#5"
"a elegir#positive";"0";"2";"5";"a elegir";"D N";"a#550 elegir#10"
"perfectamente insonorizada#strongpositive";"0";"2";"3";"perfectamente insonorizada";"G N";"perfectamente#8 insonorizada#5"
"no funcionaba#negative";"0";"2";"3";"no funcionaba";"D N";"no#332 funcionaba#5"
"gustado mucho#strongpositive";"0";"2";"4";"gustado mucho";"N G";"gustado#10 mucho#66"
"ha gustado#positive";"0";"2";"9";"ha gustado";"V G";"ha#45 gustado#10"
"cerca de#positive";"0";"2";"29";"cerca de";"O O";"cerca#74 de#1387"
"el peor#strongnegative";"0";"2";"3";"el peor";"N N";"el#1001 peor#14"
"muy mal#strongnegative";"0";"2";"3";"muy mal";"G G";"muy#623 mal#42"
"a mejorar#negative";"0";"2";"4";"a mejorar";"D N";"a#550 mejorar#8"
"de paso#negative";"0";"2";"5";"de paso";"O O";"de#1387 paso#10"
"algo caro#negative";"0";"2";"3";"algo caro";"P N";"algo#50 caro#17"
"en frente#positive";"0";"2";"3";"en frente";"P G";"en#860 frente#7"
"siempre dispuesto#positive";"0";"2";"4";"siempre dispuesto";"G N";"siempre#38 dispuesto#4"
"un 10#strongpositive";"0";"2";"4";"un 10";"G O";"un#503 10#22"
"se agradece#positive";"0";"2";"3";"Se agradece";"N N";"se#195 agradece#3"
"sobre todo#negative";"0";"2";"18";"sobre todo";"G N";"sobre#29 todo#193"
"tipo buffet#positive";"0";"2";"3";"tipo buffet";"N N";"tipo#20 buffet#31"
"de calidad#positive";"0";"2";"7";"de calidad";"P G";"de#1387 calidad#74"
"sin cargo#positive";"0";"2";"4";"sin cargo";"N N";"sin#87 cargo#5"
"la calidad#positive";"0";"1";"10";"la calidad";"D G";"la#1114 calidad#74"
"muy variado#strongpositive";"0";"1";"3";"muy variado";"G N";"muy#623 variado#16"
"las mejores#strongpositive";"0";"1";"3";"Las mejores";"R N";"las#355 mejores#10"
"no está#positive";"0";"1";"9";"no está";"D N";"no#332 está#95"
"muy centrico#strongpositive";"0";"1";"4";"muy centrico";"G N";"muy#623 centrico#15"
"muy correcto#positive";"0";"1";"4";"muy correcto";"G N";"muy#623 correcto#19"
"con encanto#positive";"0";"1";"2";"con encanto";"G N";"con#413 encanto#15"
"han cambiado#positive";"0";"1";"3";"han cambiado";"G N";"han#13 cambiado#4"
"es pequeño#negative";"0";"1";"3";"es pequeño";"O O";"es#476 pequeño#30"
"tan gratificante#strongpositive";"0";"1";"2";"tan gratificante";"G N";"tan#30 gratificante#4"
"agradecimos mucho#strongpositive";"0";"1";"2";"agradecimos mucho";"N G";"agradecimos#2 mucho#66"
"muy estructurados#negative";"0";"1";"2";"muy estructurados";"O N";"muy#623 estructurados#2"
"muy recomendado#strongpositive";"0";"1";"2";"muy recomendado";"G N";"muy#623 recomendado#7"
"puedes encontrar#positive";"0";"1";"4";"puedes encontrar";"V G";"puedes#20 encontrar#9"
"he visto#positive";"0";"1";"5";"he visto";"Q O";"he#45 visto#6"
"frente a#positive";"0";"1";"2";"frente a";"V D";"frente#7 a#550"
"ha encantado#strongpositive";"0";"1";"3";"ha encantado";"N V";"ha#45 encantado#3"
"a mano#positive";"0";"1";"2";"a mano";"D N";"a#550 mano#5"
"falta de#negative";"0";"1";"4";"falta de";"G O";"falta#6 de#1387"
"poder visitar#positive";"0";"1";"2";"poder visitar";"N N";"poder#19 visitar#30"
"muy lindo#strongpositive";"0";"1";"2";"muy lindo";"G N";"muy#623 lindo#2"
"bastante bien#strongpositive";"0";"1";"10";"bastante bien";"N N";"bastante#66 bien#212"
"son reclinables#positive";"0";"1";"2";"son reclinables";"N V";"son#117 reclinables#2"
"lo mismo#negative";"0";"1";"5";"Lo mismo";"R N";"lo#309 mismo#18"
"el silencio#positive";"0";"1";"3";"el silencio";"N N";"el#1001 silencio#6"
"muy cómodo#strongpositive";"0";"1";"2";"Muy cómodo";"R V";"muy#623 cómodo#16"
"no había#negative";"0";"1";"4";"no había";"D N";"no#332 había#24"
"apartado de#positive";"0";"1";"2";"apartado de";"A P";"apartado#3 de#1387"
"buen estado#positive";"0";"1";"2";"buen estado";"G N";"buen#109 estado#28"
"la mejor#positive";"0";"1";"5";"La mejor";"O O";"la#1114 mejor#67"
"con bañera#positive";"0";"1";"2";"con bañera";"A N";"con#413 bañera#7"
"disponen de#positive";"0";"1";"4";"disponen de";"O O";"disponen#5 de#1387"
"es correcto#positive";"0";"1";"7";"es correcto";"N V";"es#476 correcto#19"
"contaba con#positive";"0";"1";"2";"contaba con";"N A";"contaba#2 con#413"
"lleno de#positive";"0";"1";"3";"lleno de";"O O";"lleno#4 de#1387"
"para todos#positive";"0";"1";"8";"para todos";"N N";"para#378 todos#66"
"para visitar#positive";"0";"1";"19";"para visitar";"O O";"para#378 visitar#30"
"se sale#strongpositive";"0";"1";"2";"se sale";"O N";"se#195 sale#5"
"está bien#positive";"0";"1";"8";"está bien";"O O";"está#95 bien#212"
"buen trato#positive";"0";"1";"9";"buen trato";"G N";"buen#109 trato#60"
"bien cuidado#positive";"0";"1";"2";"bien cuidado";"O N";"bien#212 cuidado#17"
"te brindan#positive";"0";"1";"2";"Te brindan";"R V";"te#70 brindan#2"
"son destacables#positive";"0";"1";"2";"son destacables";"N N";"son#117 destacables#2"
"es privilegiada#strongpositive";"0";"1";"3";"es privilegiada";"V N";"es#476 privilegiada#7"
"mucha variedad#positive";"0";"1";"8";"mucha variedad";"O O";"mucha#21 variedad#31"
"algo alejado#negative";"0";"1";"3";"Algo alejado";"R A";"algo#50 alejado#8"
"de relax#positive";"0";"1";"7";"de relax";"P G";"de#1387 relax#18"
"muy variado#positive";"0";"1";"3";"muy variado";"G N";"muy#623 variado#16"
"puedes disfrutar#positive";"0";"1";"2";"puedes disfrutar";"O O";"puedes#20 disfrutar#19"
"con minibar#positive";"0";"1";"6";"con minibar";"G N";"con#413 minibar#29"
"mucha variedad#strongpositive";"0";"1";"8";"mucha variedad";"O O";"mucha#21 variedad#31"
"no habia#positive";"0";"1";"5";"no habia";"D N";"no#332 habia#16"
"muy malos#strongnegative";"0";"1";"2";"muy malos";"G N";"muy#623 malos#3"
"de plástico#negative";"0";"1";"2";"de plástico";"P N";"de#1387 plástico#2"
"mucho menos#strongnegative";"0";"1";"5";"mucho menos";"G N";"mucho#66 menos#24"
"muy pequeño#strongnegative";"0";"1";"2";"muy pequeño";"G N";"muy#623 pequeño#30"
"se merece#positive";"0";"1";"3";"se merece";"O O";"se#195 merece#15"
"su cercanía#positive";"0";"1";"3";"su cercanía";"O O";"su#66 cercanía#6"
"muy centrico#positive";"0";"1";"4";"muy centrico";"G N";"muy#623 centrico#15"
"de 1,05#negative";"0";"1";"4";"de 1,05";"P O";"de#1387 1,05#4"
"no había#positive";"0";"1";"4";"no había";"D N";"no#332 había#24"
"un buen#positive";"0";"1";"23";"un buen";"G G";"un#503 buen#109"
"muy buena#positive";"0";"1";"49";"muy buena";"G N";"muy#623 buena#115"
"era escasìsimo#strongnegative";"0";"1";"2";"era escasìsimo";"N N";"era#68 escasìsimo#2"
"pude disfrutar#positive";"0";"1";"3";"pude disfrutar";"N N";"pude#3 disfrutar#19"
"esta bien#positive";"0";"1";"6";"esta bien";"N G";"esta#112 bien#212"
"sin problemas#positive";"0";"1";"4";"sin problemas";"N N";"sin#87 problemas#12"
"el mejor#positive";"0";"1";"7";"el mejor";"N N";"el#1001 mejor#67"
"no tiene#positive";"0";"1";"12";"no tiene";"D N";"no#332 tiene#95"
"15 minutos#positive";"0";"1";"6";"15 minutos";"O N";"15#12 minutos#38"
"excelente ubicación#strongpositive";"0";"1";"5";"Excelente ubicación";"R N";"excelente#95 ubicación#51"
"es correcta#positive";"0";"1";"2";"es correcta";"V G";"es#476 correcta#6"
"bastante básica#negative";"0";"1";"2";"bastante básica";"N N";"bastante#66 básica#3"
"que destacar#negative";"0";"1";"3";"que destacar";"N N";"que#771 destacar#12"
"a pie#positive";"0";"1";"12";"a pie";"D N";"a#550 pie#12"
"estaba abierta#positive";"0";"1";"2";"estaba abierta";"N N";"estaba#39 abierta#2"
"único inconveniente#negative";"0";"1";"3";"único inconveniente";"O O";"único#13 inconveniente#3"
"alojamos en#positive";"0";"1";"8";"alojamos en";"O O";"alojamos#9 en#860"
"muy grande#positive";"0";"1";"8";"muy grande";"G N";"muy#623 grande#33"
"son amplias#positive";"0";"1";"12";"son amplias";"N N";"son#117 amplias#24"
"el relax#positive";"0";"1";"2";"el relax";"N N";"el#1001 relax#18"
"mucho mejor#positive";"0";"1";"4";"mucho mejor";"G N";"mucho#66 mejor#67"
"bastante espaciosas#positive";"0";"1";"2";"bastante espaciosas";"N N";"bastante#66 espaciosas#5"
"no entienden#negative";"0";"1";"2";"no entienden";"D G";"no#332 entienden#2"
"con mucha#positive";"0";"1";"5";"con mucha";"G G";"con#413 mucha#21"
"mucho menos#positive";"0";"1";"5";"mucho menos";"G N";"mucho#66 menos#24"
"una pasada#strongpositive";"0";"1";"2";"Una pasada";"R O";"una#277 pasada#2"
"super insonorizasdas#strongpositive";"0";"1";"2";"super insonorizasdas";"G N";"super#16 insonorizasdas#2"
"no hubo#positive";"0";"1";"3";"no hubo";"D G";"no#332 hubo#3"
"de 10#strongpositive";"0";"1";"3";"de 10";"P O";"de#1387 10#22"
"con terraza#positive";"0";"1";"2";"con terraza";"O O";"con#413 terraza#19"
"situado en#positive";"0";"1";"22";"Situado en";"R O";"situado#65 en#860"
"buena calidad#positive";"0";"1";"8";"buena calidad";"N N";"buena#115 calidad#74"
"una pasada#positive";"0";"1";"2";"Una pasada";"R O";"una#277 pasada#2"
"es gratis#positive";"0";"1";"2";"es gratis";"N V";"es#476 gratis#24"
"es inmejorable#strongpositive";"0";"1";"4";"es inmejorable";"N G";"es#476 inmejorable#11"
"al igual#positive";"0";"1";"6";"al igual";"G G";"al#171 igual#11"
"muy grandes#strongpositive";"0";"1";"5";"muy grandes";"G N";"muy#623 grandes#25"
"puedes encontrar#strongpositive";"0";"1";"4";"puedes encontrar";"V G";"puedes#20 encontrar#9"
"con buena#positive";"0";"1";"2";"con buena";"G N";"con#413 buena#115"
"es aceptable#positive";"0";"1";"2";"es aceptable";"N G";"es#476 aceptable#5"
"tan grandes#strongpositive";"0";"1";"3";"tan grandes";"O O";"tan#30 grandes#25"
"se merece#negative";"0";"1";"3";"se merece";"O O";"se#195 merece#15"
"te ahorras#positive";"0";"1";"3";"te ahorras";"G N";"te#70 ahorras#3"
"sin ninguna#positive";"0";"1";"2";"sin ninguna";"O O";"sin#87 ninguna#7"
"dispones de#positive";"0";"1";"4";"dispones de";"N P";"dispones#4 de#1387"
"va genial#strongpositive";"0";"1";"2";"va genial";"V G";"va#4 genial#31"
"fuera de#positive";"0";"1";"5";"fuera de";"N P";"fuera#13 de#1387"
"muy rico#strongpositive";"0";"1";"2";"muy rico";"G N";"muy#623 rico#4"
"tiene cerca#positive";"0";"1";"3";"tiene cerca";"N N";"tiene#95 cerca#74"
"muchísima variedad#strongpositive";"0";"1";"2";"Muchísima variedad";"R N";"muchísima#3 variedad#31"
"dispone de#positive";"0";"1";"7";"Dispone de";"R P";"dispone#7 de#1387"
"no tienen#negative";"0";"1";"2";"no tienen";"D G";"no#332 tienen#28"
"se veía#positive";"0";"1";"3";"se veía";"N O";"se#195 veía#3"
"en pleno#strongpositive";"0";"1";"14";"en pleno";"P G";"en#860 pleno#14"
"la cercanía#positive";"0";"1";"3";"La cercanía";"R N";"la#1114 cercanía#6"
"de cristal#positive";"0";"1";"4";"de cristal";"O O";"de#1387 cristal#4"
"punto negativo#negative";"0";"1";"2";"punto negativo";"P G";"punto#9 negativo#2"
"es genial#strongpositive";"0";"1";"5";"es genial";"V G";"es#476 genial#31"
"la amplitud#positive";"0";"1";"3";"la amplitud";"D G";"la#1114 amplitud#4"
"acceso andando#positive";"0";"1";"2";"acceso andando";"O O";"acceso#21 andando#30"
"era amplia#positive";"0";"1";"3";"era amplia";"N N";"era#68 amplia#17"
"5 estrellas#positive";"0";"1";"5";"5 estrellas";"O N";"5#29 estrellas#31"
"párrafo aparte#positive";"0";"1";"2";"párrafo aparte";"N N";"párrafo#2 aparte#8"
"a destacar#positive";"0";"1";"2";"a destacar";"D N";"a#550 destacar#12"
"muy bien cuidados#strongpositive";"1";"3";"3";"muy bien cuidados";"G N N";"muy#623 bien#212 cuidados#3"
"justo al lado#positive";"1";"3";"3";"justo al lado";"O G N";"justo#11 al#171 lado#29"
"no son grandes#negative";"1";"2";"2";"no son grandes";"D N V";"no#332 son#117 grandes#25"
"muy bien insonorizada#strongpositive";"1";"2";"2";"muy bien insonorizada";"G G N";"muy#623 bien#212 insonorizada#5"
"a la carta#positive";"1";"2";"2";"a la carta";"D N N";"a#550 la#1114 carta#3"
"acceso a pie#positive";"1";"2";"2";"acceso a pie";"N D N";"acceso#21 a#550 pie#12"
"podría ser mejor#negative";"1";"2";"2";"podría ser mejor";"O N N";"podría#4 ser#35 mejor#67"
"no es bueno#negative";"1";"2";"2";"no es bueno";"D N V";"no#332 es#476 bueno#49"
"a la mano#positive";"1";"2";"2";"a la mano";"O O O";"a#550 la#1114 mano#5"
"no está céntrico#negative";"1";"2";"2";"no está céntrico";"D N N";"no#332 está#95 céntrico#19"
"un poco escaso#negative";"1";"2";"2";"un poco escaso";"G N N";"un#503 poco#59 escaso#6"
"facilita la movilidad#positive";"1";"2";"2";"facilita la movilidad";"O O O";"facilita#4 la#1114 movilidad#3"
"un poco pequeño#negative";"1";"2";"2";"un poco pequeño";"G N N";"un#503 poco#59 pequeño#30"
"para no repetir#negative";"1";"2";"2";"Para no repetir";"N D N";"para#378 no#332 repetir#14"
"un poco antiguo#negative";"1";"2";"2";"un poco antiguo";"G N N";"un#503 poco#59 antiguo#11"
"para nada masificado#positive";"1";"2";"2";"para nada masificado";"N O O";"para#378 nada#60 masificado#2"
"del todo correcto#positive";"1";"2";"2";"del todo correcto";"O O O";"del#362 todo#193 correcto#19"
"volveremos a repetir#positive";"1";"2";"2";"volveremos a repetir";"V D N";"volveremos#10 a#550 repetir#14"
"debe compartir cama#negative";"1";"2";"2";"debe compartir cama";"O O O";"debe#2 compartir#2 cama#38"
"trataron muy bien#strongpositive";"1";"2";"2";"trataron muy bien";"N G N";"trataron#4 muy#623 bien#212"
"el gran problema#negative";"1";"1";"1";"El gran problema";"R N O";"el#1001 gran#85 problema#13"
"si fueron limpiados#positive";"1";"1";"1";"si fueron limpiados";"G N N";"si#116 fueron#11 limpiados#1"
"fuera del hotel#negative";"1";"1";"1";"fuera del hotel";"N G N";"fuera#13 del#362 hotel#647"
"a una cuadra#positive";"1";"1";"1";"a una cuadra";"D G N";"a#550 una#277 cuadra#3"
"mas que interesante#positive";"1";"1";"1";"mama que interesante";"N V G";"mas#57 que#771 interesante#4"
"dentro del hotel#positive";"1";"1";"1";"dentro del hotel";"O O N";"dentro#8 del#362 hotel#647"
"volveré sin duda#positive";"1";"1";"1";"Volveré sin duda";"R N N";"volveré#4 sin#87 duda#22"
"cumplió mis expectativas#positive";"1";"1";"1";"cumplió mis expectativas";"N V N";"cumplió#2 mis#9 expectativas#4"
"prácticamente sin movernos#positive";"1";"1";"1";"prácticamente sin movernos";"O O O";"prácticamente#2 sin#87 movernos#1"
"cerrados por días#negative";"1";"1";"1";"cerrados por días";"N N N";"cerrados#1 por#252 días#33"
"sin grandes prensiones#negative";"1";"1";"1";"sin grandes prensiones";"N N V";"sin#87 grandes#25 prensiones#1"
"cercanía a disneyland#positive";"1";"1";"1";"cercanía a Disneyland";"N D R";"cercanía#6 a#550 disneyland#1"
"recomiendo para familias#negative";"1";"1";"1";"recomiendo para familias";"N N N";"recomiendo#39 para#378 familias#6"
"merece seis estrellas#strongpositive";"1";"1";"1";"merece seis estrellas";"G N N";"merece#15 seis#1 estrellas#31"
"un poco pequeña#negative";"1";"1";"1";"un poco pequeña";"G N N";"un#503 poco#59 pequeña#15"
"es una maravilla.#strongpositive";"1";"1";"1";"es una maravilla.";"V G N";"es#476 una#277 maravilla.#1"
"de tubo catódico#negative";"1";"1";"1";"de tubo catódico";"P N N";"de#1387 tubo#1 catódico#1"
"superó las espectativas#strongpositive";"1";"1";"1";"superó las espectativas";"O O O";"superó#2 las#355 espectativas#3"
"esta muy cerca#strongpositive";"1";"1";"1";"esta muy cerca";"N G N";"esta#112 muy#623 cerca#74"
